-22.8734288,-20.3595440,-28.6758258
-22.8734288,-20.3595440,-28.6173633
-22.8441976,-20.9295528,-28.6173633
-22.8441976,-20.9295528,-28.6173633
-22.6395791,-21.3241742,-27.7550424
-22.6395791,-21.3241742,-27.7550424
-22.6395791,-21.3241742,-27.7550424
-22.7565039,-21.3826367,-27.3311897
-22.7565039,-21.3826367,-27.3311897
-22.3764981,-21.5141771,-26.9219526
-22.3764981,-21.5141771,-26.9219526
-22.3764981,-21.5141771,-26.9219526
-22.7126571,-21.5580240,-26.6442561
-22.7126571,-21.5580240,-26.6442561
-22.9026600,-21.2218650,-26.1911722
-22.9026600,-21.2218650,-26.1911722
-22.9026600,-21.2218650,-26.1911722
-22.6834259,-21.3972523,-25.3142356
-22.6834259,-21.3972523,-25.3142356
-22.6834259,-21.3972523,-25.3142356
-22.4641918,-21.8503362,-25.3288512
-22.4641918,-21.8503362,-25.3288512
-22.4641918,-22.3764981,-24.4372990
-22.4641918,-22.3764981,-24.4372990
-22.4641918,-22.3764981,-24.4372990
-22.8149664,-21.8357205,-24.3203742
-22.8149664,-21.8357205,-24.3203742
-22.8149664,-21.8357205,-24.0719088
-23.0049693,-21.9964923,-24.0719088
-23.0049693,-21.9964923,-24.0719088
-22.9611225,-21.9380298,-23.4726688
-22.9611225,-21.9380298,-23.4726688
-22.9611225,-21.9380298,-23.4726688
-22.9903537,-22.3180357,-23.4872844
-22.9903537,-22.3180357,-23.4872844
-22.9903537,-22.7857352,-23.3118971
-22.7711196,-22.7857352,-23.3118971
-22.7711196,-22.7857352,-23.3118971
-23.1803566,-22.3034201,-23.1365098
-23.1803566,-22.3034201,-23.1365098
-23.1803566,-22.3034201,-23.1365098
-22.5957322,-22.5080386,-22.8149664
-22.5957322,-22.5080386,-22.8149664
-22.5957322,-22.2741888,-22.7711196
-22.5957322,-22.2741888,-22.7711196
-22.5957322,-22.2741888,-22.7711196
-22.8588132,-22.3034201,-22.3472669
-22.8588132,-22.3034201,-22.3472669
-22.8588132,-22.3034201,-21.6311020
-22.6541947,-22.3326513,-21.6311020
-22.6541947,-22.3326513,-21.6311020
-22.9026600,-22.6103479,-21.5872552
-22.9026600,-22.6103479,-21.5872552
-22.9026600,-22.6103479,-21.5872552
-22.6395791,-22.7126571,-21.6749488
-22.6395791,-22.7126571,-21.6749488
-22.1572640,-22.5665010,-21.1780181
-22.1572640,-22.5665010,-21.1780181
-22.1572640,-22.5665010,-21.1780181
-22.3180357,-22.4788074,-19.9649225
-22.3180357,-22.4788074,-19.9649225
-22.3180357,-22.4788074,-19.9649225
-22.0257235,-22.8295820,-19.1756796
-22.0257235,-22.8295820,-19.1756796
-21.9526454,-23.0342005,-18.6495177
-21.9526454,-23.0342005,-18.6495177
-21.9526454,-23.0342005,-18.6495177
-21.8649518,-23.0488161,-18.4010523
-21.8649518,-23.0488161,-18.4010523
-21.8649518,-23.0488161,-17.6264250
-21.6311020,-23.1949722,-17.6264250
-21.6311020,-23.1949722,-17.6264250
-21.8941830,-23.4726688,-17.3048816
-21.8941830,-23.4726688,-17.3048816
-21.8941830,-23.4726688,-17.3048816
-22.0403391,-23.5749781,-16.4279450
-22.0403391,-23.5749781,-16.4279450
-22.0403391,-23.2388191,-16.2525577
-22.3764981,-23.2388191,-16.2525577
-22.3764981,-23.2388191,-16.2525577
-22.2741888,-23.0342005,-15.4048524
-22.2741888,-23.0342005,-15.4048524
-22.2741888,-23.0342005,-15.4048524
-22.1864952,-22.9465069,-14.2209880
-22.1864952,-22.9465069,-14.2209880
-22.1864952,-23.2826659,-13.9725227
-22.2741888,-23.2826659,-13.9725227
-22.2741888,-23.2826659,-13.9725227
-22.7711196,-23.2388191,-13.3586671
-22.7711196,-23.2388191,-13.3586671
-22.7711196,-23.2388191,-13.3586671
-22.6249635,-23.2095878,-12.3648056
-22.6249635,-23.2095878,-12.3648056
-22.3472669,-23.4726688,-10.9617071
-22.3472669,-23.4726688,-10.9617071
-22.3472669,-23.4726688,-10.9617071
-22.7418883,-23.0049693,-10.6255481
-22.7418883,-23.0049693,-10.6255481
-22.7418883,-23.0049693,-10.6255481
-22.7272727,-23.0195849,-10.0263081
-22.7272727,-23.0195849,-10.0263081
-22.9172757,-23.0926630,-8.9009062
-22.9172757,-23.0926630,-8.9009062
-22.9172757,-23.0926630,-8.9009062
-22.9026600,-22.6103479,-7.8778135
-22.9026600,-22.6103479,-7.8778135
-22.9026600,-23.0195849,-7.2639579
-23.1365098,-23.0195849,-7.2639579
-23.1365098,-23.0195849,-7.2639579
-23.1511254,-22.8149664,-6.5477930
-23.1511254,-22.8149664,-6.5477930
